title
藥師證實「吃這6種藥」易便秘！感冒、止咳藥都中了
陰莖「小肉條太短」易不舉！泌尿醫教2招自測
大便別超過10分鐘！痔瘡「5招可防」　醫：腫出來回不去了
國內首例！男遭狗咬打破傷風「突昏迷死亡」　獲疫苗救濟250萬
一放假只想耍廢？　心理師驚揭「5後果」：越躺越憂鬱
血管變油管！他中秋聚餐血脂飆險釀急性胰臟炎　減重醫5招平安吃
愛愛ing「突噗一聲」連被甩！23歲女崩潰：那不是屁　醫曝病因了
沈慶京傳抽搐送醫！醫分析3狀況　電腦斷層要排除「最嚴重」那種
「心律去顫、肌張力不全」兩項治療納健保　病人最多省86.5萬
乳癌早期沒症狀！醫點名「2種人」一定要檢查
老是眼口乾！他發燒就醫已肺纖維化　確診「乾燥症」喘不停還暴瘦
衛生局稽查「雙月」未發現蟑螂　抓「1缺失」不改善最重罰2億
不孕「體質」大不同！醫曝「5類型」：過勞、完美主義者當心
10歲就掉髮！醫示警「圓禿」3大誘因　3成患者恐變「宇宙禿」
高GI食物增加心血管死亡風險　亞洲人更不宜多吃高升糖
美研究：媽媽不健康　可能禍延三代！
蔬果農藥殘留109件違規！美福食集、築間都上榜　名單一次看
40歲後肌肉開始流失　腿太細藏肌少症警訊！
8成病患不知有肌少症　一表自行檢測風險
童染腸病毒「脫水嗜睡昏迷」　兒科醫：補水忌飲碳酸過甜飲料
乳癌年輕化！45歲之後成「發生高峰」　明年起放寬免費篩檢年齡
中秋送月餅「高油高糖害健康」　營養師推薦奇異果：耐放又可多吃
三高病友大吃中秋三寶「體重直降」！檢查驚見血糖狂飆升
男性50歲之後半數面臨「攝護腺肥大」　醫揭3大泌尿症狀警訊
沒有紅蘿蔔！「高葉黃素食物Top10」出爐　第1名護眼又健骨
肺腺癌6前兆「胸痛、容易喘」小心　營養師揭飲食4建議
上周13萬人慘拉！「濕紙巾擦拭」抗不了諾羅　醫揭有效方法
比糖還毒！醫警告「1類油品」　害人罹癌、失智
爸40多歲肺癌走了「18歲兒也中」！台大醫曝1檢查很關鍵
本土牙醫控偏鄉計畫是開後門？衛福部回應了
老人憂鬱易失智？　醫師教你分辨關鍵差異及早發現預防
濕紙巾擦手！　醫示警：小心越擦越髒
手機排第3、抹布只排第5！醫點評「十大超髒生活用品」一次看
高強度工作壓力大！全台爆外科醫師荒　北榮舉辦招生會搶人才
「7症狀中3」恐讓你變胖又難瘦！　營養師推6解救食物
小孩恆齒撞斷不用慌！牙髓活性治療　有機會保留成長潛能
醫示警「4種走路姿勢」是失智症前兆！10年內發病風險高
中年脂肪肝竟和童年一事有關？　專家：擺脫宿命有解
嬰從床上跌落「狂吐」以為腦震盪！醫揪致命「腸套疊」示警3急症
手術後進食不用等放屁！北醫ERAS計畫　他高齡腸癌6天就可出院
腸病毒還在流行期！新北衛生局提供「2族群」免費打疫苗
「NGS」檢測時機是什麼？醫解答「病友常見」問題
早餐要吃嗎？營養師解答　7種菜單組合一次看「還可穩定血糖」
男生第一次也會流血！　醫曝原因
口愛「少2動作」細菌猛竄！　泌尿醫：菜花也這樣傳染
「皮膚變差」恐是糖尿病！5症狀醫示警：趕緊就醫
9成國人習慣忍痛！藥師曝最常見「3大痛」：不管恐增心血管風險
5成國人每週都痛！忍痛觀念存在世代差異「雙北市藥師公會」提醒及時紓解是關鍵
蕁麻疹擾睡眠！醫：正氣不足皮膚功能失調　穴位按摩+中醫調理
每年7千多人死於肝癌！　「肝炎、肝硬化、肝癌」講座開跑
永豐2公升「沖洗用蒸餾水」可恢復生產　輸液仍有缺失待改善
1劑1億元血友病新藥進展！6藥物進入「平行審查」加速納健保
國人刷牙常見3大錯誤！黃牙、口氣恐是警訊
番茄、西瓜、木瓜裡都有！　專家曝吃進更多茄紅素妙方
沒有香蕉！　營養師大讚「10種食物」吃了心情好
婦貧血暈倒竟是「大腸癌出血」　醫示警「1位置腫瘤」難發現
東港安泰醫院新引進海神刀無創消融術　治療早期攝護腺癌患
高級牛排館「Lawry's」辣根醬漂白劑超標！2款印度咖哩檢出蘇丹紅
他三餐「常吃冷凍食品」！體重飆高　醫一驗：糖尿病
國中生情緒激動！右手一槌牆「骨折了」
戒尻更傷身！　醫：現在給我去打手槍
他罹肝癌還轉移「8個月後消失了」！　醫曝關鍵
營養師曝「3餐地雷菜單」增腸息肉風險！醫示警「1型態」易癌化
固定使用同款洗髮精會傷髮？　專家曝：劣質品才是關鍵
一堆人做錯！「用碗邊打蛋」　專家曝：太危險
38歲男瘦8kg以為減肥成功！竟是腸癌三期　醫示警3大危機
8月「熱傷害」送醫增6成！醫曝嚴重後果：恐急性腎衰竭
和大人同床、用枕頭都不行！醫示警「恐害嬰兒窒息猝死」
女平時無症狀！健檢有胃潰瘍　醫檢查：胃癌第二期
中醫教「4招」排濕！3食物效果好　冬瓜消暑除水腫
起床別馬上喝！咖啡「1時間點喝」CP值最高　營養師激推
醫失眠35年→3分鐘入睡！　「只用1招」睡超飽
半套抓龍筋！排毒小姐姐「手一掏」：有點大　摸出睪丸癌
肚子痛一驗「癌王指數」超標40倍！　醫：她紅茶當水喝
「14件事」增失智風險！　研究：太胖、少社交都危險
男人也有適育年齡！醫破迷思「40歲後精子不良率高」恐害母嬰健康
他三酸甘油酯超標5倍！醫揭菜單　2個月後回診「數值下降了」
桃園醫院院長懸缺2年　骨科醫師楊南屏9／12接任
8歲女童感冒暈2天！突嗜睡不說話　竟是已「腦炎」
營養師解密癌友中秋「烤肉菜單」！　5種月餅口味少碰
哈佛研究：「有3次機會」變聰明　不要叫小孩「閉嘴」
「即食雞胸肉」別打開就吃！　營養師勸世：毒素恐致命
48歲婦「老忘記關火」竟已中度失智　醫揪「關鍵原因」示警年輕化
慧上癮、食芋堂都出包！鳳梨酥未標效期　北市驗中秋食品7件違規
夫妻染陰蝨癢爆！　醫揭「旅館1物」害的：小蟲在毛上爬來爬去
魚油「5種人該吃、5種人不能補」！　最佳服用時機曝
睡不好？超高效「6助眠食物」他激推　香蕉只排第3名
打嗝「有3味道」別拖了！男無症狀竟罹胰臟癌
超市買的肉要洗嗎？專家曝「1關鍵」：恐增汙染風險
可直接對「有意輕生者」問自殺念頭！專家：反有助預防
「木瓜牛奶」喝起來苦苦的！營養師教你「2方法」不怕苦
愛愛心理壓力大！30多歲男被要求「不能太早繳械」慘變不舉
沙茶醬排不進前5！調味料「高納」排行　當心一天2匙就超標
墜樓事件頻傳！專家示警：逾7成發生在「私人住宅」難預防
青少年吸毒比例攀升！專家點出「關鍵問題」：和家庭有關
7成異膚患者認「皮破血流」是日常　醫示警：不治療影響身心發展
她牙肉腫痛就醫「牙周骨已遭破壞」　再生手術+補骨助保留牙齒
「柚子」高纖助消化！　專家教你挑選「3大訣竅」
半年瘦5公斤！他上腹痛「癌王躲死角」傻了　醫：認真照也照不到
5大壞習慣快改！重症醫示警　當心「罹癌風險飆升69%」
3女性病連發！嫩妹「二度染淋病」還墮胎　醫嘆：不知該說什麼
太太戒菸成榜樣！菸齡34年警員也跟進　沒抽菸後上山打獵走更久
大便別超過10分鐘！痔瘡「5招可防」　醫：腫出來回不去了
國內首例！男遭狗咬打破傷風「突昏迷死亡」　獲疫苗救濟250萬
一放假只想耍廢？　心理師驚揭「5後果」：越躺越憂鬱
血管變油管！他中秋聚餐血脂飆險釀急性胰臟炎　減重醫5招平安吃
愛愛ing「突噗一聲」連被甩！23歲女崩潰：那不是屁　醫曝病因了
沈慶京傳抽搐送醫！醫分析3狀況　電腦斷層要排除「最嚴重」那種
「心律去顫、肌張力不全」兩項治療納健保　病人最多省86.5萬
乳癌早期沒症狀！醫點名「2種人」一定要檢查
老是眼口乾！他發燒就醫已肺纖維化　確診「乾燥症」喘不停還暴瘦
衛生局稽查「雙月」未發現蟑螂　抓「1缺失」不改善最重罰2億
不孕「體質」大不同！醫曝「5類型」：過勞、完美主義者當心
10歲就掉髮！醫示警「圓禿」3大誘因　3成患者恐變「宇宙禿」
高GI食物增加心血管死亡風險　亞洲人更不宜多吃高升糖
美研究：媽媽不健康　可能禍延三代！
蔬果農藥殘留109件違規！美福食集、築間都上榜　名單一次看
40歲後肌肉開始流失　腿太細藏肌少症警訊！
8成病患不知有肌少症　一表自行檢測風險
童染腸病毒「脫水嗜睡昏迷」　兒科醫：補水忌飲碳酸過甜飲料
乳癌年輕化！45歲之後成「發生高峰」　明年起放寬免費篩檢年齡
中秋送月餅「高油高糖害健康」　營養師推薦奇異果：耐放又可多吃
三高病友大吃中秋三寶「體重直降」！檢查驚見血糖狂飆升
男性50歲之後半數面臨「攝護腺肥大」　醫揭3大泌尿症狀警訊
沒有紅蘿蔔！「高葉黃素食物Top10」出爐　第1名護眼又健骨
肺腺癌6前兆「胸痛、容易喘」小心　營養師揭飲食4建議
上周13萬人慘拉！「濕紙巾擦拭」抗不了諾羅　醫揭有效方法
比糖還毒！醫警告「1類油品」　害人罹癌、失智
爸40多歲肺癌走了「18歲兒也中」！台大醫曝1檢查很關鍵
本土牙醫控偏鄉計畫是開後門？衛福部回應了
老人憂鬱易失智？　醫師教你分辨關鍵差異及早發現預防
濕紙巾擦手！　醫示警：小心越擦越髒
手機排第3、抹布只排第5！醫點評「十大超髒生活用品」一次看
高強度工作壓力大！全台爆外科醫師荒　北榮舉辦招生會搶人才
「7症狀中3」恐讓你變胖又難瘦！　營養師推6解救食物
小孩恆齒撞斷不用慌！牙髓活性治療　有機會保留成長潛能
醫示警「4種走路姿勢」是失智症前兆！10年內發病風險高
中年脂肪肝竟和童年一事有關？　專家：擺脫宿命有解
嬰從床上跌落「狂吐」以為腦震盪！醫揪致命「腸套疊」示警3急症
手術後進食不用等放屁！北醫ERAS計畫　他高齡腸癌6天就可出院
腸病毒還在流行期！新北衛生局提供「2族群」免費打疫苗
「NGS」檢測時機是什麼？醫解答「病友常見」問題
早餐要吃嗎？營養師解答　7種菜單組合一次看「還可穩定血糖」
男生第一次也會流血！　醫曝原因
口愛「少2動作」細菌猛竄！　泌尿醫：菜花也這樣傳染
「皮膚變差」恐是糖尿病！5症狀醫示警：趕緊就醫
9成國人習慣忍痛！藥師曝最常見「3大痛」：不管恐增心血管風險
5成國人每週都痛！忍痛觀念存在世代差異「雙北市藥師公會」提醒及時紓解是關鍵
蕁麻疹擾睡眠！醫：正氣不足皮膚功能失調　穴位按摩+中醫調理
每年7千多人死於肝癌！　「肝炎、肝硬化、肝癌」講座開跑
永豐2公升「沖洗用蒸餾水」可恢復生產　輸液仍有缺失待改善
1劑1億元血友病新藥進展！6藥物進入「平行審查」加速納健保
國人刷牙常見3大錯誤！黃牙、口氣恐是警訊
番茄、西瓜、木瓜裡都有！　專家曝吃進更多茄紅素妙方
沒有香蕉！　營養師大讚「10種食物」吃了心情好
婦貧血暈倒竟是「大腸癌出血」　醫示警「1位置腫瘤」難發現
東港安泰醫院新引進海神刀無創消融術　治療早期攝護腺癌患
高級牛排館「Lawry's」辣根醬漂白劑超標！2款印度咖哩檢出蘇丹紅
他三餐「常吃冷凍食品」！體重飆高　醫一驗：糖尿病
國中生情緒激動！右手一槌牆「骨折了」
戒尻更傷身！　醫：現在給我去打手槍
吃止痛藥「絕不能配4食物」！醫警告：恐增肝毒性
打呼聲大到人妻求救！醫一驗「呼吸中止330次」：會猝死
北車遊民遭砍不治「疑被嚇死」！　醫揭有可能：一般人也別亂嚇
江蕙罹癌化療「肺栓塞、大出血」　醫推測可能是3種癌
台南葡吉3產品過期！中秋食品稽查　新北麵包坊作業環境有貓
行醫40年換心500顆　74歲魏崢：最難的手術最想自己上
健康台灣委員會缺「病友代表」　民團：談醫療不能沒有病人的聲音
小磨坊出包！「小茴香子」農藥超標　2.4萬公斤退運銷毀
早餐黑咖啡配B群　他「犯1大忌」胃潰瘍了！
31歲港女胸口悶痛！醫檢查：10公分罕見畸胎瘤
男生射後不理！　2原因曝光
醫失眠35年→3分鐘入睡！　「只用1招」睡超飽
半套抓龍筋！排毒小姐姐「手一掏」：有點大　摸出睪丸癌
肚子痛一驗「癌王指數」超標40倍！　醫：她紅茶當水喝
「14件事」增失智風險！　研究：太胖、少社交都危險
男人也有適育年齡！醫破迷思「40歲後精子不良率高」恐害母嬰健康
他三酸甘油酯超標5倍！醫揭菜單　2個月後回診「數值下降了」
桃園醫院院長懸缺2年　骨科醫師楊南屏9／12接任
8歲女童感冒暈2天！突嗜睡不說話　竟是已「腦炎」
營養師解密癌友中秋「烤肉菜單」！　5種月餅口味少碰
哈佛研究：「有3次機會」變聰明　不要叫小孩「閉嘴」
「即食雞胸肉」別打開就吃！　營養師勸世：毒素恐致命
48歲婦「老忘記關火」竟已中度失智　醫揪「關鍵原因」示警年輕化
慧上癮、食芋堂都出包！鳳梨酥未標效期　北市驗中秋食品7件違規
夫妻染陰蝨癢爆！　醫揭「旅館1物」害的：小蟲在毛上爬來爬去
魚油「5種人該吃、5種人不能補」！　最佳服用時機曝
睡不好？超高效「6助眠食物」他激推　香蕉只排第3名
打嗝「有3味道」別拖了！男無症狀竟罹胰臟癌
超市買的肉要洗嗎？專家曝「1關鍵」：恐增汙染風險
可直接對「有意輕生者」問自殺念頭！專家：反有助預防
「木瓜牛奶」喝起來苦苦的！營養師教你「2方法」不怕苦
愛愛心理壓力大！30多歲男被要求「不能太早繳械」慘變不舉
沙茶醬排不進前5！調味料「高納」排行　當心一天2匙就超標
墜樓事件頻傳！專家示警：逾7成發生在「私人住宅」難預防
青少年吸毒比例攀升！專家點出「關鍵問題」：和家庭有關
7成異膚患者認「皮破血流」是日常　醫示警：不治療影響身心發展
她牙肉腫痛就醫「牙周骨已遭破壞」　再生手術+補骨助保留牙齒
「柚子」高纖助消化！　專家教你挑選「3大訣竅」
半年瘦5公斤！他上腹痛「癌王躲死角」傻了　醫：認真照也照不到
5大壞習慣快改！重症醫示警　當心「罹癌風險飆升69%」
3女性病連發！嫩妹「二度染淋病」還墮胎　醫嘆：不知該說什麼
太太戒菸成榜樣！菸齡34年警員也跟進　沒抽菸後上山打獵走更久
大便別超過10分鐘！痔瘡「5招可防」　醫：腫出來回不去了
國內首例！男遭狗咬打破傷風「突昏迷死亡」　獲疫苗救濟250萬
一放假只想耍廢？　心理師驚揭「5後果」：越躺越憂鬱
血管變油管！他中秋聚餐血脂飆險釀急性胰臟炎　減重醫5招平安吃
愛愛ing「突噗一聲」連被甩！23歲女崩潰：那不是屁　醫曝病因了
沈慶京傳抽搐送醫！醫分析3狀況　電腦斷層要排除「最嚴重」那種
「心律去顫、肌張力不全」兩項治療納健保　病人最多省86.5萬
乳癌早期沒症狀！醫點名「2種人」一定要檢查
老是眼口乾！他發燒就醫已肺纖維化　確診「乾燥症」喘不停還暴瘦
衛生局稽查「雙月」未發現蟑螂　抓「1缺失」不改善最重罰2億
不孕「體質」大不同！醫曝「5類型」：過勞、完美主義者當心
10歲就掉髮！醫示警「圓禿」3大誘因　3成患者恐變「宇宙禿」
高GI食物增加心血管死亡風險　亞洲人更不宜多吃高升糖
美研究：媽媽不健康　可能禍延三代！
蔬果農藥殘留109件違規！美福食集、築間都上榜　名單一次看
40歲後肌肉開始流失　腿太細藏肌少症警訊！
8成病患不知有肌少症　一表自行檢測風險
童染腸病毒「脫水嗜睡昏迷」　兒科醫：補水忌飲碳酸過甜飲料
乳癌年輕化！45歲之後成「發生高峰」　明年起放寬免費篩檢年齡
中秋送月餅「高油高糖害健康」　營養師推薦奇異果：耐放又可多吃
三高病友大吃中秋三寶「體重直降」！檢查驚見血糖狂飆升
男性50歲之後半數面臨「攝護腺肥大」　醫揭3大泌尿症狀警訊
沒有紅蘿蔔！「高葉黃素食物Top10」出爐　第1名護眼又健骨
肺腺癌6前兆「胸痛、容易喘」小心　營養師揭飲食4建議
上周13萬人慘拉！「濕紙巾擦拭」抗不了諾羅　醫揭有效方法
比糖還毒！醫警告「1類油品」　害人罹癌、失智
爸40多歲肺癌走了「18歲兒也中」！台大醫曝1檢查很關鍵
本土牙醫控偏鄉計畫是開後門？衛福部回應了
老人憂鬱易失智？　醫師教你分辨關鍵差異及早發現預防
濕紙巾擦手！　醫示警：小心越擦越髒
手機排第3、抹布只排第5！醫點評「十大超髒生活用品」一次看
高強度工作壓力大！全台爆外科醫師荒　北榮舉辦招生會搶人才
「7症狀中3」恐讓你變胖又難瘦！　營養師推6解救食物
小孩恆齒撞斷不用慌！牙髓活性治療　有機會保留成長潛能
醫示警「4種走路姿勢」是失智症前兆！10年內發病風險高
中年脂肪肝竟和童年一事有關？　專家：擺脫宿命有解
嬰從床上跌落「狂吐」以為腦震盪！醫揪致命「腸套疊」示警3急症
手術後進食不用等放屁！北醫ERAS計畫　他高齡腸癌6天就可出院
腸病毒還在流行期！新北衛生局提供「2族群」免費打疫苗
「NGS」檢測時機是什麼？醫解答「病友常見」問題
早餐要吃嗎？營養師解答　7種菜單組合一次看「還可穩定血糖」
男生第一次也會流血！　醫曝原因
網驚喊「指月亮被割耳朵」！　醫曝神秘力量真相：這很常見
入秋乾又熱小心「燥邪」上身　中醫：吃烤肉可配綠豆湯
20歲妹大腸癌嘆：媽罹肺癌　專家一問「飲食習慣」傻眼了
一直聞到死鼠味！醫從鼻孔拖出「整坨黴菌球」　她秒驚：怎這麼多
他癲癇發作如「大法師」用藥也無效　手術治療恢復正常生活
45歲日本夫婦10次試管嬰兒失敗　來台借卵成功懷孕
她半夜癢醒「像螞蟻從骨髓鑽出」　異膚大爆發流血流膿只能趴睡
罕見「下顎骨」異常增生！婦嘴張不開　醫全台首例冷凍治療成功
18歲少年總「握拳狂打頭」　竟是「高功能自閉症」未被診斷
大型連鎖藥局搶才祭10萬月薪　健保署幫加薪被抗議背後原因
清潔耳屎仰賴「3機制」　耳朵照護懶人包一次看
吃這個能護眼！營養師公布「前15名食材」含葉黃素最多
長照換照亂象！長照本科生崩潰　4年苦讀竟與移工同等
中秋烤肉怕致癌物！食藥署教5點避免　「對木炭灑水」也有用
婚宴料理也能健康吃！營養師給「4大選菜守則」避熱量爆表
夜店整排「加熱菸」違法公開賣！董氏檢舉「最重可罰百萬」
江蕙抗癌9年　醫：失聲是重大警訊
吃止痛藥「絕不能配4食物」！醫警告：恐增肝毒性
打呼聲大到人妻求救！醫一驗「呼吸中止330次」：會猝死
北車遊民遭砍不治「疑被嚇死」！　醫揭有可能：一般人也別亂嚇
江蕙罹癌化療「肺栓塞、大出血」　醫推測可能是3種癌
台南葡吉3產品過期！中秋食品稽查　新北麵包坊作業環境有貓
行醫40年換心500顆　74歲魏崢：最難的手術最想自己上
健康台灣委員會缺「病友代表」　民團：談醫療不能沒有病人的聲音
小磨坊出包！「小茴香子」農藥超標　2.4萬公斤退運銷毀
早餐黑咖啡配B群　他「犯1大忌」胃潰瘍了！
31歲港女胸口悶痛！醫檢查：10公分罕見畸胎瘤
男生射後不理！　2原因曝光
醫失眠35年→3分鐘入睡！　「只用1招」睡超飽
半套抓龍筋！排毒小姐姐「手一掏」：有點大　摸出睪丸癌
肚子痛一驗「癌王指數」超標40倍！　醫：她紅茶當水喝
「14件事」增失智風險！　研究：太胖、少社交都危險
男人也有適育年齡！醫破迷思「40歲後精子不良率高」恐害母嬰健康
他三酸甘油酯超標5倍！醫揭菜單　2個月後回診「數值下降了」
桃園醫院院長懸缺2年　骨科醫師楊南屏9／12接任
8歲女童感冒暈2天！突嗜睡不說話　竟是已「腦炎」
營養師解密癌友中秋「烤肉菜單」！　5種月餅口味少碰
哈佛研究：「有3次機會」變聰明　不要叫小孩「閉嘴」
「即食雞胸肉」別打開就吃！　營養師勸世：毒素恐致命
48歲婦「老忘記關火」竟已中度失智　醫揪「關鍵原因」示警年輕化
慧上癮、食芋堂都出包！鳳梨酥未標效期　北市驗中秋食品7件違規
夫妻染陰蝨癢爆！　醫揭「旅館1物」害的：小蟲在毛上爬來爬去
魚油「5種人該吃、5種人不能補」！　最佳服用時機曝
睡不好？超高效「6助眠食物」他激推　香蕉只排第3名
打嗝「有3味道」別拖了！男無症狀竟罹胰臟癌
超市買的肉要洗嗎？專家曝「1關鍵」：恐增汙染風險
可直接對「有意輕生者」問自殺念頭！專家：反有助預防
「木瓜牛奶」喝起來苦苦的！營養師教你「2方法」不怕苦
愛愛心理壓力大！30多歲男被要求「不能太早繳械」慘變不舉
沙茶醬排不進前5！調味料「高納」排行　當心一天2匙就超標
墜樓事件頻傳！專家示警：逾7成發生在「私人住宅」難預防
青少年吸毒比例攀升！專家點出「關鍵問題」：和家庭有關
7成異膚患者認「皮破血流」是日常　醫示警：不治療影響身心發展
她牙肉腫痛就醫「牙周骨已遭破壞」　再生手術+補骨助保留牙齒
「柚子」高纖助消化！　專家教你挑選「3大訣竅」
半年瘦5公斤！他上腹痛「癌王躲死角」傻了　醫：認真照也照不到
5大壞習慣快改！重症醫示警　當心「罹癌風險飆升69%」
3女性病連發！嫩妹「二度染淋病」還墮胎　醫嘆：不知該說什麼
太太戒菸成榜樣！菸齡34年警員也跟進　沒抽菸後上山打獵走更久
大便別超過10分鐘！痔瘡「5招可防」　醫：腫出來回不去了
國內首例！男遭狗咬打破傷風「突昏迷死亡」　獲疫苗救濟250萬
一放假只想耍廢？　心理師驚揭「5後果」：越躺越憂鬱
血管變油管！他中秋聚餐血脂飆險釀急性胰臟炎　減重醫5招平安吃
愛愛ing「突噗一聲」連被甩！23歲女崩潰：那不是屁　醫曝病因了
沈慶京傳抽搐送醫！醫分析3狀況　電腦斷層要排除「最嚴重」那種
「心律去顫、肌張力不全」兩項治療納健保　病人最多省86.5萬
乳癌早期沒症狀！醫點名「2種人」一定要檢查
老是眼口乾！他發燒就醫已肺纖維化　確診「乾燥症」喘不停還暴瘦
衛生局稽查「雙月」未發現蟑螂　抓「1缺失」不改善最重罰2億
不孕「體質」大不同！醫曝「5類型」：過勞、完美主義者當心
10歲就掉髮！醫示警「圓禿」3大誘因　3成患者恐變「宇宙禿」
高GI食物增加心血管死亡風險　亞洲人更不宜多吃高升糖
美研究：媽媽不健康　可能禍延三代！
蔬果農藥殘留109件違規！美福食集、築間都上榜　名單一次看
40歲後肌肉開始流失　腿太細藏肌少症警訊！
8成病患不知有肌少症　一表自行檢測風險
童染腸病毒「脫水嗜睡昏迷」　兒科醫：補水忌飲碳酸過甜飲料
乳癌年輕化！45歲之後成「發生高峰」　明年起放寬免費篩檢年齡
中秋送月餅「高油高糖害健康」　營養師推薦奇異果：耐放又可多吃
三高病友大吃中秋三寶「體重直降」！檢查驚見血糖狂飆升
男性50歲之後半數面臨「攝護腺肥大」　醫揭3大泌尿症狀警訊
沒有紅蘿蔔！「高葉黃素食物Top10」出爐　第1名護眼又健骨
肺腺癌6前兆「胸痛、容易喘」小心　營養師揭飲食4建議
上周13萬人慘拉！「濕紙巾擦拭」抗不了諾羅　醫揭有效方法
失眠6原因「奶茶也上榜」！專家：80%不是病
健保住院自付額調高！明年起單次上限增至5.1萬元　估1萬人受影響
易罹癌王！醫點名2種人「胰臟壞得快」：體溫升高恐是前兆
男生勃起＝想要？醫曝「5情況」會起立：拖太久壞死了
「超慢跑」風靡長輩圈！但非人人都適合　醫提3狀況要小心
在宅急症照護明年擴大辦理！新增「居家安寧」疼痛控制免跑醫院
中秋烤肉不怕胖！學會「這6招」助你月圓人不圓
梅毒警報！南韓病例增4倍、美破70年紀錄　台15~24歲中鏢率高
新光醫院再幫醫護加薪4%！累計調幅破1成　三班制護理師起薪47K
麟洋配再合體！李洋「殺球看不到」做蔡司微創近視雷射　單眼10秒恢復快
覺得胸悶、常想打呵欠、精神不濟　到底是怎麼了？
防生魚片、即食蔬果遭污染！食藥署即起調整「食品用洗潔劑」標準
營養師推「烤肉飲食順序」　可避免長胖
好多人生病！「5大病毒」群魔亂舞　醫示警了
7旬翁想再生1子卻「乾射精」診斷無精症　顯微手術幫圓夢
月餅「油＋糖」組合！　營養師揭1飲品：解膩零熱量
不想孩子煩惱！6旬夫妻簽預立醫療　諮詢過程讓親子關係更緊密
網驚喊「指月亮被割耳朵」！　醫曝神秘力量真相：這很常見
入秋乾又熱小心「燥邪」上身　中醫：吃烤肉可配綠豆湯
20歲妹大腸癌嘆：媽罹肺癌　專家一問「飲食習慣」傻眼了
一直聞到死鼠味！醫從鼻孔拖出「整坨黴菌球」　她秒驚：怎這麼多
他癲癇發作如「大法師」用藥也無效　手術治療恢復正常生活
45歲日本夫婦10次試管嬰兒失敗　來台借卵成功懷孕
她半夜癢醒「像螞蟻從骨髓鑽出」　異膚大爆發流血流膿只能趴睡
罕見「下顎骨」異常增生！婦嘴張不開　醫全台首例冷凍治療成功
18歲少年總「握拳狂打頭」　竟是「高功能自閉症」未被診斷
大型連鎖藥局搶才祭10萬月薪　健保署幫加薪被抗議背後原因
清潔耳屎仰賴「3機制」　耳朵照護懶人包一次看
吃這個能護眼！營養師公布「前15名食材」含葉黃素最多
長照換照亂象！長照本科生崩潰　4年苦讀竟與移工同等
中秋烤肉怕致癌物！食藥署教5點避免　「對木炭灑水」也有用
婚宴料理也能健康吃！營養師給「4大選菜守則」避熱量爆表
夜店整排「加熱菸」違法公開賣！董氏檢舉「最重可罰百萬」
江蕙抗癌9年　醫：失聲是重大警訊
吃止痛藥「絕不能配4食物」！醫警告：恐增肝毒性
打呼聲大到人妻求救！醫一驗「呼吸中止330次」：會猝死
北車遊民遭砍不治「疑被嚇死」！　醫揭有可能：一般人也別亂嚇
江蕙罹癌化療「肺栓塞、大出血」　醫推測可能是3種癌
台南葡吉3產品過期！中秋食品稽查　新北麵包坊作業環境有貓
行醫40年換心500顆　74歲魏崢：最難的手術最想自己上
健康台灣委員會缺「病友代表」　民團：談醫療不能沒有病人的聲音
小磨坊出包！「小茴香子」農藥超標　2.4萬公斤退運銷毀
早餐黑咖啡配B群　他「犯1大忌」胃潰瘍了！
31歲港女胸口悶痛！醫檢查：10公分罕見畸胎瘤
男生射後不理！　2原因曝光
醫失眠35年→3分鐘入睡！　「只用1招」睡超飽
半套抓龍筋！排毒小姐姐「手一掏」：有點大　摸出睪丸癌
肚子痛一驗「癌王指數」超標40倍！　醫：她紅茶當水喝
「14件事」增失智風險！　研究：太胖、少社交都危險
男人也有適育年齡！醫破迷思「40歲後精子不良率高」恐害母嬰健康
他三酸甘油酯超標5倍！醫揭菜單　2個月後回診「數值下降了」
桃園醫院院長懸缺2年　骨科醫師楊南屏9／12接任
8歲女童感冒暈2天！突嗜睡不說話　竟是已「腦炎」
營養師解密癌友中秋「烤肉菜單」！　5種月餅口味少碰
哈佛研究：「有3次機會」變聰明　不要叫小孩「閉嘴」
「即食雞胸肉」別打開就吃！　營養師勸世：毒素恐致命
48歲婦「老忘記關火」竟已中度失智　醫揪「關鍵原因」示警年輕化
慧上癮、食芋堂都出包！鳳梨酥未標效期　北市驗中秋食品7件違規
夫妻染陰蝨癢爆！　醫揭「旅館1物」害的：小蟲在毛上爬來爬去
魚油「5種人該吃、5種人不能補」！　最佳服用時機曝
睡不好？超高效「6助眠食物」他激推　香蕉只排第3名
打嗝「有3味道」別拖了！男無症狀竟罹胰臟癌
超市買的肉要洗嗎？專家曝「1關鍵」：恐增汙染風險
可直接對「有意輕生者」問自殺念頭！專家：反有助預防
「木瓜牛奶」喝起來苦苦的！營養師教你「2方法」不怕苦
愛愛心理壓力大！30多歲男被要求「不能太早繳械」慘變不舉
沙茶醬排不進前5！調味料「高納」排行　當心一天2匙就超標
墜樓事件頻傳！專家示警：逾7成發生在「私人住宅」難預防
青少年吸毒比例攀升！專家點出「關鍵問題」：和家庭有關
7成異膚患者認「皮破血流」是日常　醫示警：不治療影響身心發展
她牙肉腫痛就醫「牙周骨已遭破壞」　再生手術+補骨助保留牙齒
「柚子」高纖助消化！　專家教你挑選「3大訣竅」
半年瘦5公斤！他上腹痛「癌王躲死角」傻了　醫：認真照也照不到
